optimal distance,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,m18,m19,m20,m21,m22,m23,m24,m25,m26,m27,m28,m29,m30,m31,m32,m33,m34,m35,m36,m37,m38,m39,m40,m41,m42,m43,m44,m45,m46,m47,m48,m49,m50,m51,m52,m53,m54,m55,m56,m57,m58,m59,m60,m61,m62,m63,m64,m65,m66,m67,m68,m69,m70,m71,m72,m73,m74,m75,m76,m77,m78,m79,m80
58,8,12,4,5,10,6,1,13,15,3,11,7,14,9,2,0,1,1,3,1,2,0,3,0,2,2,2,1,3,3,0,0,2,1,1,1,3,0,0,0,2,2,1,3,1,3,3,0,0,2,2,2,1,1,1,3,0,3,0,2,1,2,1,3,3,3,0,0,2,2,1,1,3,3,,,,,,,,,,,,,,,,,,,,,,
56,4,0,15,12,10,1,14,5,3,13,11,8,6,9,2,7,1,3,3,3,0,2,2,1,3,3,0,2,2,2,1,3,3,3,0,2,2,0,0,3,3,1,1,2,0,0,3,1,1,2,0,2,0,2,1,1,3,0,2,1,3,1,2,0,3,3,0,0,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
57,6,4,11,9,15,12,10,3,7,14,5,13,8,0,1,2,1,3,3,1,2,2,0,3,0,2,2,1,3,3,3,0,2,1,3,1,2,1,3,0,2,2,1,2,0,3,1,3,0,2,1,2,0,3,0,0,3,1,3,1,1,2,2,0,0,0,2,1,3,3,1,3,1,,,,,,,,,,,,,,,,,,,,,,,
46,0,5,7,2,14,15,3,10,9,8,4,12,6,11,13,1,0,3,1,1,1,3,0,0,0,2,1,1,1,3,0,0,2,2,1,3,1,2,2,0,3,0,0,3,3,1,2,1,3,0,2,2,2,1,3,1,2,0,3,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,0,12,3,15,7,6,13,5,9,10,2,1,14,8,11,4,0,0,3,1,3,0,3,0,2,1,2,1,2,0,3,1,3,1,3,0,0,2,2,0,3,1,1,1,2,0,0,3,1,1,2,0,2,0,3,3,1,1,3,0,0,0,2,2,1,3,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,4,11,8,14,2,1,3,9,12,15,5,7,10,0,13,6,1,1,2,0,2,0,0,3,1,1,1,2,0,3,3,0,3,0,2,1,2,2,0,3,3,1,1,1,3,0,2,1,2,2,0,0,0,3,1,3,3,1,1,2,2,0,3,0,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,1,4,2,10,8,15,14,7,11,3,0,5,9,12,6,13,1,1,2,0,3,0,3,1,1,2,0,0,3,0,3,1,1,1,2,2,0,2,1,3,0,3,0,3,1,1,2,0,0,0,2,1,2,0,3,1,1,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,0,12,15,6,5,1,7,9,13,14,2,11,10,8,4,3,3,0,2,1,3,3,0,3,1,2,0,3,0,2,1,1,1,3,0,0,2,2,1,1,3,0,2,2,0,3,1,2,1,3,0,2,0,3,0,3,1,3,0,2,1,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,12,15,11,14,6,8,4,1,5,2,10,9,3,7,13,0,3,3,3,0,2,2,2,1,3,1,1,2,0,0,3,3,3,1,1,2,0,0,0,3,1,1,1,2,2,2,0,3,3,0,3,1,1,2,2,0,0,3,0,2,2,1,3,3,3,0,2,2,2,1,1,1,3,0,3,3,1,,,,,,,,,,,,,,,,,,,
53,7,15,11,8,10,1,0,2,6,14,12,3,4,13,9,5,0,3,1,1,2,1,3,0,2,0,0,3,1,2,0,3,3,3,1,2,1,2,0,0,3,1,1,1,2,0,3,3,1,2,0,3,0,0,2,1,1,1,2,0,2,1,3,0,0,3,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,11,2,13,7,9,6,8,15,14,1,10,0,4,3,5,12,0,3,1,2,0,0,3,0,2,1,3,1,1,2,0,0,3,3,1,2,2,2,0,0,3,1,3,3,1,1,2,0,2,0,2,1,3,0,3,0,3,1,1,2,2,1,2,0,0,0,3,3,3,1,1,1,2,0,3,1,,,,,,,,,,,,,,,,,,,,
55,5,15,13,6,10,14,0,9,12,1,11,4,8,7,2,3,0,3,1,3,0,2,1,1,2,0,0,3,1,1,1,3,0,3,1,2,0,3,0,2,0,3,1,2,2,1,1,3,0,3,0,2,2,1,2,0,0,3,1,1,2,1,3,3,0,2,2,1,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,
51,14,6,0,3,13,7,4,12,5,2,10,1,9,8,15,11,2,0,2,1,3,0,0,2,1,2,1,3,1,3,0,2,1,2,0,3,0,3,0,2,2,1,3,0,3,3,1,2,1,3,0,2,2,2,1,1,3,3,0,0,0,3,1,1,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,11,8,13,0,12,14,5,15,4,3,9,1,2,10,7,6,0,0,3,0,2,2,1,1,1,3,3,3,0,0,0,2,1,1,2,0,0,3,1,3,1,2,0,2,2,1,1,3,0,3,0,2,0,2,1,1,1,3,3,3,0,0,2,0,2,1,2,1,3,1,3,0,3,1,,,,,,,,,,,,,,,,,,,,,,
54,2,0,5,12,7,4,3,13,14,8,6,11,10,9,1,15,2,0,3,0,2,2,0,2,1,1,3,3,1,2,2,0,3,1,3,0,2,0,0,3,1,1,1,2,0,0,0,3,1,2,2,1,3,3,0,3,0,2,1,3,1,2,1,3,0,2,0,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
52,11,1,3,10,2,15,9,0,4,14,13,7,6,5,12,8,0,2,1,3,1,1,2,0,0,3,1,1,3,0,0,0,3,1,2,0,2,1,3,0,3,1,1,1,2,0,0,3,1,1,2,0,2,0,2,0,3,3,3,1,2,2,0,3,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,2,11,12,7,6,3,9,14,4,5,15,1,8,0,10,13,0,3,0,2,1,1,2,0,2,1,3,0,2,0,3,3,1,2,2,0,3,3,3,1,2,1,1,2,0,3,3,1,2,2,2,0,0,3,1,2,0,3,0,3,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,12,7,10,1,3,4,0,14,5,13,9,8,15,6,2,11,1,1,2,0,3,1,2,1,2,2,0,0,3,0,2,1,3,1,1,2,0,0,3,3,1,1,2,2,0,3,0,3,0,2,1,3,3,0,2,1,3,1,2,0,0,2,2,1,1,3,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,11,5,14,6,0,9,2,13,8,7,15,10,1,12,3,4,0,2,1,2,0,0,3,3,3,1,2,1,3,1,2,2,0,3,3,1,2,2,0,2,0,3,3,1,2,2,1,3,0,0,3,0,2,1,3,1,3,1,2,2,0,2,0,3,3,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,11,8,6,0,10,14,5,9,1,4,7,15,12,2,13,3,0,2,1,3,3,0,2,2,0,0,3,1,3,1,2,2,1,3,0,0,2,2,1,1,3,0,3,0,2,2,1,3,0,0,2,1,3,0,3,1,2,1,3,0,3,1,1,2,0,2,0,3,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
49,8,2,10,15,13,1,11,7,9,0,14,5,6,3,4,12,3,3,0,2,0,3,3,1,1,2,0,2,2,0,3,3,1,2,0,3,3,0,2,2,2,1,1,3,1,2,0,0,3,3,3,1,2,0,0,3,1,2,0,2,1,1,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,11,3,10,14,8,9,13,15,6,5,1,0,7,2,4,12,0,0,3,1,1,2,2,0,0,3,3,1,2,0,3,3,0,2,2,1,2,0,3,1,3,3,1,1,2,2,2,0,0,3,1,2,0,3,3,3,0,2,1,3,1,1,2,2,0,0,3,1,1,2,0,0,0,3,3,1,1,1,,,,,,,,,,,,,,,,,,
54,3,12,11,0,5,6,10,9,1,8,15,13,7,4,14,2,1,3,0,2,2,0,2,0,3,3,1,3,0,2,1,3,1,2,0,2,1,1,2,0,0,3,1,1,2,0,3,3,1,2,0,3,3,0,2,2,2,1,3,0,0,2,1,3,0,3,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
43,8,5,13,2,6,11,3,1,10,9,7,15,12,0,4,14,2,0,2,1,3,3,0,0,3,1,2,2,0,3,3,1,2,2,1,2,0,0,3,0,2,1,1,3,0,3,0,2,1,2,1,1,3,3,0,0,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,11,10,0,9,3,13,6,12,1,5,15,4,2,14,8,7,0,2,0,2,1,1,3,0,0,3,1,2,2,0,3,3,3,1,2,0,2,1,3,1,1,2,2,0,3,3,1,2,2,0,0,3,1,2,0,0,3,1,3,1,3,0,0,2,1,1,1,3,0,0,0,2,1,1,2,1,3,3,,,,,,,,,,,,,,,,,,
69,9,15,8,12,1,4,11,13,14,10,6,5,3,2,7,0,1,1,3,0,3,1,2,0,3,3,1,2,0,3,0,0,2,2,1,2,1,1,3,0,3,3,0,2,2,2,1,3,3,0,2,2,0,3,3,1,1,3,0,0,2,1,2,2,1,3,3,3,0,2,2,0,2,1,1,3,1,2,0,0,3,1,1,3,3,,,,,,,,,,,
48,3,6,0,1,8,5,14,4,12,2,7,10,11,15,9,13,0,2,1,2,2,0,3,3,1,3,1,1,2,0,2,2,0,3,1,1,2,0,0,3,0,2,1,3,1,1,3,0,0,0,2,1,1,2,0,3,3,3,1,1,2,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,5,11,4,8,9,2,13,7,6,1,15,3,12,0,10,14,0,3,1,2,2,0,2,1,3,0,3,1,2,1,3,0,3,0,2,0,2,1,2,1,1,3,0,3,0,2,2,1,3,0,2,0,3,1,3,0,2,1,2,1,3,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,9,1,14,12,5,8,15,3,13,0,6,10,11,2,7,4,2,1,3,3,3,0,0,0,2,1,2,1,2,0,0,3,3,1,2,1,3,1,2,0,3,3,0,2,2,2,0,3,3,1,2,1,3,1,3,0,0,0,2,2,1,2,1,3,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,14,13,9,5,6,10,2,3,0,8,15,7,11,12,4,1,0,3,1,1,2,2,0,0,0,3,1,3,0,2,1,1,2,0,2,0,3,3,1,2,2,1,1,3,0,3,3,0,2,2,1,3,0,2,2,1,3,1,3,3,0,2,0,2,2,1,1,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,
59,5,8,1,0,11,14,2,12,7,15,13,10,9,4,3,6,0,3,1,2,1,1,2,0,3,1,3,0,0,2,2,0,3,3,1,2,1,2,0,0,3,1,1,2,2,1,3,3,3,0,2,0,2,2,0,3,1,2,1,3,1,3,3,0,0,0,2,2,2,1,1,1,3,3,3,,,,,,,,,,,,,,,,,,,,,
59,11,2,14,0,8,12,15,13,1,4,5,7,3,9,6,10,1,2,0,0,0,3,3,1,2,1,1,2,0,0,0,3,3,3,1,2,0,2,1,1,3,0,0,2,1,2,0,3,1,3,0,3,1,2,0,2,1,1,3,1,2,0,2,1,3,0,3,3,1,2,2,0,3,3,1,,,,,,,,,,,,,,,,,,,,,
54,1,10,2,12,6,15,0,14,9,11,5,3,7,8,4,13,1,1,2,0,0,0,3,1,3,0,3,1,1,2,2,1,3,0,2,0,3,3,1,2,2,2,0,0,3,1,3,0,2,1,3,3,1,1,2,0,2,0,2,1,1,3,0,0,3,0,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
45,3,15,4,5,0,12,11,7,8,9,2,13,1,14,6,10,1,1,3,0,3,3,0,2,2,2,0,3,3,1,1,1,3,0,0,0,2,2,1,1,2,0,3,3,3,1,2,2,0,3,1,1,2,2,0,0,3,3,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,5,0,12,14,4,10,3,7,6,8,2,15,9,1,11,13,2,2,0,3,3,0,3,1,2,1,2,2,0,3,0,3,3,1,1,2,0,0,0,2,2,1,3,1,1,3,0,0,2,1,3,0,2,0,3,1,3,0,2,1,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,15,4,1,8,0,13,10,2,7,6,3,12,9,11,14,5,1,1,1,3,0,2,0,0,3,1,1,3,3,0,2,0,2,1,3,1,1,3,0,0,2,1,1,2,0,0,2,1,1,3,0,3,3,0,0,2,1,3,0,2,2,1,1,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,9,1,11,3,6,12,8,5,14,0,15,4,10,7,13,2,0,0,2,1,1,3,1,3,0,0,2,0,2,1,1,3,1,3,0,0,2,1,1,3,0,0,0,2,2,1,1,2,0,0,3,1,3,1,2,0,2,1,3,1,3,0,3,0,2,2,1,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,
47,6,7,12,9,0,1,11,8,2,4,10,15,13,5,3,14,2,0,2,0,0,3,3,1,1,3,0,2,2,1,3,0,2,0,3,1,1,1,2,0,2,1,3,0,2,0,3,3,1,3,0,0,2,1,1,2,2,0,3,3,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,0,1,15,14,9,7,4,8,10,11,6,12,3,2,5,13,0,3,1,3,0,3,0,2,2,1,1,3,1,2,2,0,0,3,3,1,1,3,0,0,0,2,1,1,3,1,2,2,0,3,3,0,0,2,1,1,3,1,2,2,0,2,1,3,0,0,2,1,3,0,3,3,1,1,,,,,,,,,,,,,,,,,,,,,,
42,4,14,5,0,8,1,10,15,3,11,9,2,12,13,7,6,0,3,0,0,2,1,2,1,1,3,3,3,0,2,0,2,1,3,0,2,2,1,1,3,0,0,0,2,1,3,1,2,1,3,3,3,0,2,2,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,5,8,10,6,11,14,12,9,15,2,4,3,0,7,13,1,1,1,1,3,0,0,2,2,1,1,3,0,0,2,0,3,3,1,2,2,1,1,3,0,3,1,2,0,0,2,2,0,3,3,3,1,2,2,2,0,3,1,1,2,1,3,3,0,2,2,0,3,0,3,1,3,1,1,,,,,,,,,,,,,,,,,,,,,,
55,2,1,4,13,15,6,7,9,10,3,11,12,8,14,0,5,1,3,3,1,2,1,3,0,2,0,3,1,2,2,0,2,1,3,0,3,0,2,1,2,0,3,1,1,1,2,0,0,3,1,1,3,0,2,1,3,3,0,2,0,0,3,1,1,2,0,2,1,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,
67,9,13,8,15,3,14,4,12,2,5,7,10,11,6,1,0,0,3,1,3,3,0,0,2,2,1,1,3,3,0,2,0,2,0,3,1,3,0,2,1,1,2,0,2,1,1,3,0,2,1,3,3,3,0,0,2,2,1,1,3,3,0,0,2,2,0,2,1,1,3,0,0,3,1,2,0,2,1,1,3,1,3,3,,,,,,,,,,,,,
48,6,13,15,7,0,9,4,8,2,14,3,10,12,1,11,5,3,0,2,1,3,1,3,3,0,0,2,2,0,2,1,3,1,3,3,0,2,0,2,1,3,0,2,2,1,1,3,3,1,2,2,0,3,0,2,1,3,3,0,2,1,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,1,7,9,13,5,14,4,8,6,0,10,2,11,3,15,12,0,0,2,1,1,3,0,2,2,1,1,3,0,0,2,1,2,1,3,3,0,3,1,2,0,2,2,0,0,3,3,3,1,1,2,2,2,0,0,3,1,3,0,3,1,1,2,0,0,2,1,2,1,1,3,0,3,0,3,1,1,,,,,,,,,,,,,,,,,,,
52,0,11,8,12,2,7,5,3,6,14,4,9,13,15,10,1,2,1,2,0,2,1,1,3,0,0,0,3,1,1,2,1,3,3,0,2,1,2,0,2,0,3,1,3,0,2,1,2,0,3,0,3,1,1,2,0,3,1,1,3,0,0,0,2,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,1,12,5,15,11,3,13,7,6,10,14,2,0,8,9,4,3,0,0,0,3,1,2,2,1,3,1,3,0,0,2,0,3,3,1,1,1,2,0,3,0,2,1,2,1,2,0,3,0,0,3,1,2,2,0,3,3,3,1,1,2,0,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,3,13,8,9,11,7,15,12,14,5,2,6,1,0,10,4,0,0,3,3,1,2,2,0,3,3,1,2,2,2,1,3,3,1,3,0,0,2,2,2,0,3,3,1,1,1,2,2,0,0,0,3,1,3,1,1,2,2,0,3,0,3,1,1,3,0,0,0,2,1,3,0,2,2,1,3,1,1,3,,,,,,,,,,,,,,,,,
48,6,3,7,0,12,4,2,10,14,11,1,8,13,5,9,15,2,2,0,2,0,3,1,2,1,3,0,3,0,0,2,2,1,1,3,0,0,2,1,1,1,3,3,0,0,3,1,1,2,2,0,0,3,3,1,2,0,3,0,2,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,1,15,14,2,0,6,10,5,7,4,13,11,8,12,9,3,3,3,0,3,1,1,2,0,3,1,2,1,3,0,2,2,2,0,0,3,1,3,1,2,1,3,3,0,2,0,2,1,2,1,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,2,5,6,10,9,3,7,11,15,1,0,8,14,12,13,4,1,1,3,1,2,2,0,0,0,3,1,3,1,1,2,2,0,0,2,0,3,3,1,3,0,2,1,1,3,0,2,1,2,2,1,3,0,2,0,0,3,3,1,1,2,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,9,7,15,5,0,4,11,13,2,8,1,14,3,10,12,6,0,0,3,1,2,0,3,3,1,3,0,2,1,3,1,1,2,2,0,3,0,0,3,1,2,2,0,2,1,3,1,3,1,2,0,2,1,3,0,2,0,3,3,1,3,0,2,2,1,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,9,14,8,11,1,10,0,13,3,6,2,7,4,15,5,12,2,0,2,1,3,0,2,2,1,3,1,2,0,3,3,0,2,2,1,3,1,3,1,2,2,0,3,3,3,1,2,2,0,3,0,3,1,1,2,0,0,0,3,1,2,2,0,3,1,2,1,3,0,3,1,2,1,3,,,,,,,,,,,,,,,,,,,,,,
60,9,0,4,12,3,8,1,13,15,2,14,10,11,7,5,6,1,2,0,2,1,1,3,0,2,1,3,1,2,0,0,3,1,1,3,0,0,0,2,1,1,3,0,0,2,1,1,3,3,0,0,2,2,1,2,1,3,3,1,3,0,0,0,2,2,1,1,1,3,3,0,2,2,1,3,3,,,,,,,,,,,,,,,,,,,,
50,13,8,5,2,14,3,4,9,7,1,6,10,12,0,11,15,2,0,0,2,1,3,0,3,0,2,2,2,1,3,3,0,3,1,2,0,2,2,1,3,3,0,2,2,1,1,3,3,1,2,0,0,2,1,1,3,0,3,1,3,0,0,2,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,5,12,6,9,7,8,4,15,10,14,1,3,11,2,0,13,2,0,3,3,3,0,0,2,2,1,2,1,3,3,0,2,1,1,3,3,0,0,2,1,1,3,0,2,0,0,3,1,1,2,0,0,2,1,1,1,3,0,0,2,2,0,3,1,2,1,1,3,0,2,1,3,3,3,,,,,,,,,,,,,,,,,,,,,,
45,3,13,1,7,12,6,10,5,4,0,8,15,2,9,14,11,3,0,2,2,0,0,3,1,3,1,2,0,2,0,3,3,1,2,2,2,0,3,3,1,2,0,3,3,1,2,1,2,2,0,3,1,1,2,0,0,3,1,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,10,15,5,2,6,4,8,11,9,7,13,14,0,3,1,12,3,3,1,3,1,2,0,0,3,1,2,0,0,3,1,2,2,1,3,1,2,0,3,0,2,0,3,1,2,2,0,3,1,2,1,3,3,0,2,2,1,1,3,0,3,0,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,8,5,1,12,11,13,15,10,3,6,4,2,0,14,7,9,2,1,3,0,2,0,3,0,3,3,1,2,2,1,3,0,2,2,0,3,3,1,2,2,0,3,1,1,1,3,0,3,0,0,2,2,1,1,2,0,3,1,1,2,0,3,3,3,1,2,2,0,3,3,0,2,1,1,3,,,,,,,,,,,,,,,,,,,,,
57,11,1,7,5,13,10,3,8,2,14,4,12,15,0,6,9,1,2,1,1,2,0,0,0,3,1,1,1,3,0,0,2,2,0,2,1,3,0,3,3,1,2,1,2,2,1,3,3,3,0,2,2,1,3,0,2,0,0,3,1,1,2,2,0,0,3,1,1,1,3,0,3,1,,,,,,,,,,,,,,,,,,,,,,,
52,4,14,2,8,5,3,1,11,7,12,10,13,6,9,0,15,2,2,2,0,3,3,3,0,2,0,3,1,1,1,2,2,0,0,3,1,1,2,0,0,2,1,1,3,0,0,0,2,1,3,3,0,2,1,3,1,2,0,2,0,3,3,1,3,1,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,1,15,2,10,9,3,6,0,7,4,14,12,5,11,13,8,3,3,3,1,1,2,0,0,3,1,1,2,0,0,0,3,1,1,2,2,2,0,3,1,1,2,0,3,0,3,0,2,2,1,1,3,0,0,2,1,3,3,0,3,1,1,1,2,2,0,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,12,6,2,14,8,11,5,3,9,10,1,7,0,4,15,13,0,0,2,1,1,2,0,3,3,1,2,2,0,3,0,2,1,2,0,3,1,2,1,1,3,3,0,0,2,1,2,0,3,0,3,1,3,1,1,2,0,2,0,3,3,0,2,2,1,3,3,1,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,
61,8,14,4,5,11,0,9,13,7,6,10,15,2,3,1,12,0,2,0,2,1,3,0,3,1,3,1,2,0,2,1,3,0,2,0,3,3,1,2,0,0,3,1,1,1,2,0,0,0,2,2,1,1,1,3,3,0,0,0,2,2,1,1,1,3,0,3,0,2,2,1,3,1,3,0,3,1,,,,,,,,,,,,,,,,,,,
44,15,2,5,3,8,11,10,1,4,12,14,7,6,9,0,13,3,3,1,2,1,1,3,0,3,0,0,2,2,1,1,3,0,0,2,1,1,2,0,3,0,2,1,3,3,3,1,1,2,0,0,0,2,1,1,3,0,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,1,2,13,3,4,15,11,14,6,5,10,9,7,8,0,12,3,0,3,1,1,1,2,0,0,3,1,1,2,2,0,2,0,3,3,0,2,1,1,3,0,2,1,3,3,1,2,2,0,0,2,0,3,3,3,1,2,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,4,7,6,14,10,2,11,8,12,0,13,1,9,3,15,5,2,2,0,3,3,1,2,1,2,2,0,0,3,3,1,1,2,2,0,3,0,0,2,1,1,3,0,3,1,3,1,2,0,3,0,0,2,1,1,2,1,2,0,0,3,3,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,2,8,10,4,6,11,12,1,0,7,15,3,13,5,9,14,0,2,1,1,3,0,0,2,0,3,1,2,2,0,3,1,1,2,1,3,3,0,2,2,0,3,3,3,1,2,0,2,1,3,0,3,0,2,2,1,1,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,9,11,3,7,2,6,5,14,1,10,12,13,8,0,4,15,2,2,2,0,0,3,1,2,0,0,3,1,3,3,1,2,2,0,0,3,1,3,1,1,2,0,2,0,2,0,3,3,1,2,1,2,0,0,3,3,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,12,10,0,3,13,9,1,5,4,11,8,15,2,6,14,7,0,0,0,2,1,2,1,3,3,1,3,0,0,0,2,2,2,1,3,3,3,0,2,2,1,3,1,2,0,2,1,3,1,3,0,3,0,0,2,1,2,1,3,0,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,8,12,13,7,15,14,2,4,3,0,11,9,10,6,5,1,1,3,0,2,1,2,0,3,1,2,1,3,1,3,3,0,2,0,0,2,1,1,3,0,3,0,2,2,1,2,1,3,1,3,3,0,2,0,2,1,1,3,3,0,0,2,2,1,1,2,0,0,3,1,3,3,1,,,,,,,,,,,,,,,,,,,,,,,
53,1,15,10,5,2,12,14,8,3,6,11,0,9,4,13,7,0,3,1,3,1,1,2,0,0,3,1,1,2,0,0,3,0,2,1,3,3,0,2,1,1,2,0,2,0,3,3,1,3,1,2,1,2,0,2,1,3,3,3,0,2,2,2,0,3,1,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,1,13,4,2,9,0,8,12,15,6,11,14,5,7,3,10,2,1,1,3,0,2,2,1,3,3,3,0,2,2,1,3,3,1,2,2,0,2,1,3,0,3,1,2,0,0,2,0,3,3,3,1,2,0,2,1,3,1,3,0,2,0,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,2,13,12,14,9,5,3,15,1,6,7,10,11,4,0,8,0,2,0,0,3,3,3,1,1,1,2,0,2,2,1,3,0,2,0,0,3,1,3,3,1,2,2,1,3,0,2,0,3,0,2,1,2,0,3,3,3,1,1,2,0,2,0,3,3,1,1,1,2,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,
49,8,3,14,10,15,0,11,1,13,12,2,5,6,4,9,7,1,3,1,2,2,0,0,3,1,3,3,0,2,1,3,1,2,2,1,2,0,3,0,2,1,3,1,3,3,0,2,2,1,3,0,0,0,2,1,3,3,0,2,2,1,1,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,8,4,2,12,9,6,15,14,5,7,0,10,13,1,3,11,3,3,1,2,2,2,0,3,3,3,1,2,2,0,3,0,3,0,2,2,2,1,1,1,3,0,3,1,2,0,0,3,1,3,0,0,2,1,3,0,2,2,2,1,3,3,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,6,7,4,0,9,14,15,8,12,11,1,13,2,3,10,5,1,3,0,2,1,3,3,0,0,2,1,3,0,0,2,1,2,1,3,1,3,0,0,2,2,2,1,1,3,0,0,0,2,1,1,1,3,0,3,3,0,2,2,1,3,0,2,0,2,1,1,3,0,3,1,1,3,,,,,,,,,,,,,,,,,,,,,,,
58,11,13,3,4,6,12,7,10,2,5,15,8,9,14,0,1,0,2,2,1,1,3,0,2,0,0,3,3,1,2,1,3,3,0,2,1,1,3,0,0,0,2,1,1,1,2,2,0,0,0,3,3,1,1,2,2,0,0,3,1,3,1,2,1,3,0,2,2,0,3,3,3,1,1,,,,,,,,,,,,,,,,,,,,,,
43,13,5,8,2,0,3,1,14,12,4,9,11,15,10,6,7,2,1,2,2,0,3,1,2,1,3,3,0,2,1,3,3,1,2,2,0,3,3,1,2,0,3,0,2,2,2,1,1,3,3,0,0,2,0,3,1,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,4,7,1,2,8,3,11,15,6,9,14,12,13,0,10,5,0,0,3,3,1,2,1,3,0,0,2,1,1,2,0,0,0,3,1,3,0,2,1,2,2,0,3,3,1,1,2,0,2,0,3,1,2,1,1,3,0,0,3,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,3,13,4,14,12,5,9,2,6,7,0,10,11,1,8,15,0,2,0,3,1,1,2,0,2,0,3,0,2,1,3,3,0,2,1,1,3,0,2,1,2,2,0,0,3,3,1,2,1,2,0,0,3,1,3,1,2,1,2,0,3,1,3,3,0,2,2,0,3,3,1,2,1,3,,,,,,,,,,,,,,,,,,,,,,
43,5,3,11,7,9,4,2,1,13,15,12,14,6,8,0,10,0,3,1,1,2,0,3,1,2,2,0,3,0,2,1,1,2,0,0,3,1,1,1,2,0,3,3,0,2,2,1,3,3,0,0,3,1,1,1,2,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
